*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:01:02
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                   0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D    SNW0C   SNW1C
 2015 113    11    10    2.0      0  0.117     33     11      0     22     44     44      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.80   0.00   0.00      0      0  352.1   0.10   0.07    4.2   0.40    0.08    0.08    0.04    0.00    0.00    0.00    0.00    0.00    0.00        1       4
 2015 114    12    11    2.3      0  0.146     40     13      0     23     53     53      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.78   0.00   0.00      0      0  366.6   0.11   0.07    4.3   0.42    0.08    0.08    0.04    0.00    0.00    0.00    0.00    0.00    0.00        1       4
 2015 115    13    12    2.6      0  0.179     48     15      0     24     63     63      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.78   0.00   0.00      0      0  373.3   0.12   0.08    4.2   0.44    0.09    0.08    0.05    0.01    0.00    0.00    0.00    0.00    0.00        2       5
 2015 116    14    13    2.9      0  0.218     57     18      0     25     75     75      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.76   0.00   0.00      0      0  381.7   0.13   0.09    4.3   0.46    0.09    0.08    0.05    0.01    0.00    0.00    0.00    0.00    0.00        2       5
 2015 117    15    14    3.1      0  0.234     65     20      0     31     84     84      0     0.0  0.000      0      0  0.000  0.326  0.000  0.000  0.000  0.000  0.000    3.79   0.00   0.00      0      0  362.2   0.13   0.10    4.5   0.48    0.11    0.10    0.06    0.01    0.00    0.00    0.00    0.00    0.00        3       6
 2015 118    16    15    3.3      0  0.273     77     23      0     34    100    100      0     0.0  0.000      0      0  0.000  0.000  0.091  0.000  0.000  0.000  0.000    3.55   0.00   0.00      0      0  356.5   0.14   0.11    5.2   0.50    0.12    0.10    0.07    0.02    0.00    0.00    0.00    0.00    0.00        4       6
 2015 119    17    16    3.6      0  0.305     89     26      0     38    115    115      0     0.0  0.000      0      0  0.000  0.132  0.000  0.000  0.000  0.000  0.000    3.60   0.00   0.00      0      0  343.5   0.15   0.12    5.3   0.50    0.13    0.11    0.07    0.02    0.00    0.00    0.00    0.00    0.00        5       7
 2015 120    18    17    3.6      0  0.305     89     26      0     38    115    115      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.60   0.00   0.00      0      0  343.5   0.15   0.12    5.1   0.50    0.13    0.11    0.07    0.02    0.00    0.00    0.00    0.00    0.00        5       7
 2015 121    19    18    3.8      0  0.356    104     31      0     39    135    135      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.60   0.00   0.00      0      0  341.7   0.15   0.13    5.1   0.50    0.13    0.12    0.08    0.02    0.01    0.00    0.00    0.00    0.00        5       8
 2015 122    20    19    4.0      0  0.395    118     35      0     44    153    153      0     0.0  0.000      0      0  0.000  0.183  0.000  0.000  0.000  0.000  0.000    3.78   0.00   0.00      0      0  334.5   0.16   0.14    5.0   0.50    0.15    0.13    0.08    0.03    0.01    0.00    0.00    0.00    0.00        5       9
 2015 123    21    20    4.2      0  0.421    130     38      0     53    168    168      0     0.0  0.000      0      0  0.054  0.369  0.000  0.000  0.000  0.000  0.000    3.82   0.00   0.00      0      0  325.2   0.16   0.14    5.0   0.50    0.18    0.15    0.10    0.04    0.01    0.00    0.00    0.00    0.00        5      10
 2015 124    22    21    4.4      0  0.502    148     44      0     54    191    191      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.78   0.00   0.00      0      0  339.8   0.17   0.16    5.1   0.50    0.18    0.16    0.10    0.04    0.01    0.00    0.00    0.00    0.00        7      11
 2015 125    23    22    4.7      0  0.608    174     52      0     56    226    226      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.57   0.00   0.00      0      0  348.4   0.18   0.17    6.0   0.50    0.19    0.16    0.11    0.04    0.01    0.00    0.00    0.00    0.00        8      12
 2015 126    24    23    4.9      0  0.705    196     58      0     61    255    255      0     0.0  0.000      0      0  0.000  0.000  0.120  0.000  0.000  0.000  0.000    3.38   0.00   0.00      0      0  358.6   0.20   0.19    7.0   0.50    0.21    0.17    0.12    0.05    0.01    0.00    0.00    0.00    0.00       10      13
 2015 127    25    24    5.2      0  0.806    224     74      0     66    298    298      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.26   0.00   0.00      0      0  359.7   0.21   0.21    8.2   0.50    0.22    0.18    0.13    0.05    0.01    0.00    0.00    0.00    0.00       14      14
 2015 128    26    25    5.5      0  0.929    254     91      0     70    345    345      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.30   0.00   0.00      0      0  365.5   0.23   0.22    8.5   0.50    0.23    0.19    0.14    0.05    0.02    0.00    0.00    0.00    0.00       16      15
 2015 129    27    26    5.7      0  1.058    286    108      0     74    395    395      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.49   0.00   0.00      0      0  369.4   0.25   0.24    8.6   0.50    0.24    0.20    0.14    0.06    0.02    0.00    0.00    0.00    0.00       16      17
 2015 130    28    27    5.9      0  1.096    302    116      0     95    419    419      0     0.0  0.000      0      0  0.177  0.452  0.000  0.000  0.000  0.000  0.000    3.66   0.00   0.00      0      0  362.4   0.26   0.25    8.6   0.50    0.31    0.25    0.18    0.08    0.02    0.00    0.00    0.00    0.00       16      18
 2015 131    29    28    6.1      0  1.183    316    127      0     97    443    443      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.036    3.63   0.00   0.00      0      0  374.1   0.27   0.26   10.1   0.50    0.31    0.26    0.18    0.08    0.02    0.00    0.00    0.00    0.00       27      20
 2015 132    30    29    6.3      0  1.311    342    144      0    101    486    486      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.65   0.00   0.00      0      0  383.2   0.29   0.28   10.5   0.50    0.33    0.27    0.19    0.08    0.03    0.00    0.00    0.00    0.00       36      22
 2015 133    31    30    6.6      0  1.442    372    165      0    107    537    537      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.67   0.00   0.00      0      0  387.7   0.31   0.29   10.9   0.50    0.35    0.28    0.20    0.09    0.03    0.00    0.00    0.00    0.00       47      23
 2015 134    32    31    6.8      0  1.481    392    183      0    125    575    575      0     0.0  0.000      0      0  0.000  0.000  0.197  0.000  0.000  0.000  0.000    3.51   0.00   0.00      0      0  377.7   0.33   0.31   12.7   0.50    0.41    0.33    0.24    0.11    0.03    0.00    0.00    0.00    0.00       73      25
 2015 135    33    32    7.0      1  1.608    427    210      0    138    637    637      0     0.0  0.000      0      0  0.000  0.000  0.099  0.000  0.000  0.000  0.000    3.38   0.00   0.00      0      0  376.6   0.35   0.32   14.9   0.50    0.45    0.36    0.26    0.12    0.04    0.00    0.00    0.00    0.00       77      27
 2015 136    34    33    7.3      1  1.718    455    236      0    143    691    691      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.43   0.00   0.00      0      0  377.4   0.37   0.34   15.3   0.50    0.47    0.38    0.28    0.13    0.04    0.00    0.00    0.00    0.00       90      29
 2015 137    35    34    7.5      1  1.822    490    269      0    150    760    760      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.58   0.00   0.00      0      0  371.5   0.39   0.35   15.6   0.50    0.49    0.39    0.29    0.13    0.04    0.00    0.00    0.00    0.00      106      32
 2015 138    36    35    7.8      3  1.892    515    300      0    156    815    815      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  367.4   0.41   0.37   15.0   0.50    0.50    0.41    0.30    0.14    0.04    0.00    0.00    0.00    0.00      135      36
 2015 139    37    36    8.0      3  1.890    523    327      0    175    850    853      0     0.0  0.000      3      8  0.000  0.146  0.000  0.000  0.000  0.000  0.000    3.93   0.00   0.00      0      3  361.3   0.44   0.38   15.0   0.50    0.57    0.46    0.34    0.16    0.05    0.00    0.00    0.00    0.00      175      39
 2015 140    38    37    8.3      3  1.986    559    364      0    180    923    940      0     0.0  0.000     16     35  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.92   0.00   0.02      0     16  355.3   0.46   0.40   14.4   0.50    0.58    0.47    0.35    0.16    0.05    0.00    0.00    0.00    0.00      180      43
 2015 141    39    38    8.5      3  2.045    587    398      0    184    985   1025      0     0.0  0.000     40     62  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.95   0.00   0.04      0     40  348.2   0.48   0.41   13.8   0.50    0.60    0.48    0.35    0.17    0.05    0.00    0.00    0.00    0.00      191      46
 2015 142    40    39    8.8      3  2.061    604    431      0    188   1035   1108      0     0.0  0.000     73     88  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.86   0.00   0.07      0     73  341.1   0.51   0.43   16.1   0.50    0.61    0.49    0.36    0.17    0.06    0.00    0.00    0.00    0.00      210      50
 2015 143    41    40    9.1      5  2.103    623    456      0    189   1079   1198      0     0.0  0.000    119    120  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.87   0.00   0.10      0    119  337.7   0.54   0.44   15.5   0.50    0.61    0.49    0.37    0.17    0.06    0.00    0.00    0.00    0.00      215      54
 2015 144    42    41    9.3      5  2.129    637    476      0    190   1113   1288     34     0.0  0.000    175    148  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.92   0.00   0.14      0    175  334.3   0.57   0.45   14.9   0.50    0.61    0.49    0.37    0.17    0.06    0.00    0.00    0.00    0.00      222      59
 2015 145    43    42    9.6      5  2.131    644    492      3    189   1136   1379    159     2.1  0.002    243    175  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.98   1.34   0.18      0    243  331.2   0.60   0.45   14.3   0.50    0.61    0.49    0.36    0.17    0.06    0.00    0.00    0.00    0.00      234      63
 2015 146    44    43    9.8      5  2.076    645    530     18    185   1175   1487    396     4.7  0.012    312    204  0.000  0.330  0.064  0.000  0.000  0.000  0.000    3.85   5.91   0.21      0    312  321.7   0.62   0.45   15.9   0.50    0.60    0.48    0.36    0.17    0.05    0.00    0.00    0.00    0.00      254      67
 2015 147    45    44   10.1      5  2.040    632    522     56    181   1154   1569    540    10.4  0.036    414    243  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.81  13.58   0.26      0    414  322.8   0.64   0.45   15.9   0.50    0.59    0.47    0.35    0.17    0.05    0.00    0.00    0.00    0.00      264      71
 2015 148    46    45   10.3      5  2.013    622    516    103    177   1137   1652    540    19.1  0.063    515    272  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.79  20.06   0.31      0    515  323.8   0.67   0.45   15.6   0.50    0.58    0.47    0.34    0.16    0.05    0.00    0.00    0.00    0.00      271      74
 2015 149    47    46   10.3      5  1.985    611    510    148    175   1121   1725    663    22.4  0.086    604    295  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.76  24.56   0.35      0    604  324.8   0.70   0.45   14.9   0.50    0.57    0.46    0.34    0.16    0.05    0.00    0.00    0.00    0.00      283      78
 2015 150    48    47   10.3      5  1.955    600    503    204    171   1103   1801    780    26.2  0.113    698    314  0.000  0.274  0.000  0.000  0.000  0.000  0.000    3.73  29.25   0.39      0    698  325.9   0.71   0.45   14.3   0.50    0.56    0.45    0.33    0.16    0.05    0.00    0.00    0.00    0.00      295      81
 2015 151    49    48   10.3      5  1.918    587    496    270    168   1083   1850    813    33.3  0.146    767    313  0.280  0.520  0.000  0.000  0.000  0.000  0.000    3.68  35.27   0.41      0    767  327.0   0.73   0.45   13.8   0.50    0.55    0.44    0.33    0.16    0.05    0.00    0.00    0.00    0.00      315      84
 2015 152    50    49   10.3      5  1.874    571    488    341    165   1060   1897    813    41.9  0.180    838    291  0.391  0.594  0.000  0.000  0.000  0.000  0.000    3.63  40.71   0.44      0    838  328.2   0.74   0.45   13.2   0.50    0.54    0.44    0.32    0.15    0.05    0.00    0.00    0.00    0.00      325      88
 2015 153    51    50   10.3      5  1.830    555    480    417    162   1036   1973    838    49.7  0.211    938    279  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.57  44.47   0.48      0    938  329.5   0.74   0.45   13.3   0.50    0.53    0.43    0.32    0.15    0.05    0.00    0.00    0.00    0.00      345      91
 2015 154    52    51   10.3      5  1.788    540    472    495    158   1012   2045    881    56.2  0.242   1032    292  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51  47.99   0.50      0   1032  330.9   0.74   0.45   12.8   0.50    0.52    0.42    0.31    0.15    0.05    0.00    0.00    0.00    0.00      368      95
 2015 155    53    52   10.3      5  1.673    503    458    577    155    961   2087    928    62.1  0.276   1126    308  0.000  0.159  0.000  0.000  0.000  0.000  0.000    3.45  51.22   0.54      0   1126  332.4   0.74   0.45   12.3   0.50    0.51    0.41    0.30    0.14    0.05    0.00    0.00    0.00    0.00      418      98
 2015 156    54    53   10.3      5  1.534    464    453    660    152    917   2115    950    69.5  0.312   1198    314  0.150  0.433  0.000  0.000  0.000  0.000  0.000    3.35  55.06   0.57      0   1198  330.4   0.74   0.45   12.6   0.50    0.50    0.40    0.30    0.14    0.05    0.00    0.00    0.00    0.00      473     101
 2015 157    55    54   10.3      5  1.497    452    447    748    149    899   2189    958    78.0  0.342   1290    297  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.28  57.96   0.59      0   1290  331.3   0.74   0.45   13.1   0.50    0.49    0.40    0.29    0.14    0.05    0.00    0.00    0.00    0.00      486     104
 2015 158    56    55   10.3      5  1.461    439    439    837    146    878   2262    960    87.1  0.370   1384    301  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.21  60.46   0.61      0   1384  333.0   0.74   0.45   12.5   0.50    0.48    0.39    0.29    0.14    0.04    0.00    0.00    0.00    0.00      496     107
 2015 159    57    56   10.3      5  1.428    427    432    924    143    859   2332    965    95.8  0.396   1473    285  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.15  62.73   0.63      0   1473  334.6   0.74   0.45   12.0   0.50    0.48    0.38    0.28    0.13    0.04    0.00    0.00    0.00    0.00      506     110
 2015 160    58    57   10.3      5  1.362    410    435   1000    140    845   2392    965   103.6  0.418   1546    265  0.080  0.387  0.007  0.000  0.000  0.000  0.000    3.04  64.70   0.65      0   1546  332.1   0.74   0.45   12.1   0.50    0.47    0.38    0.28    0.13    0.04    0.00    0.00    0.00    0.00      526     113
 2015 161    59    58   10.3      5  1.331    399    428   1085    137    827   2453    965   112.4  0.442   1626    241  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.97  66.70   0.66      0   1626  333.8   0.74   0.45   12.3   0.50    0.46    0.37    0.27    0.13    0.04    0.00    0.00    0.00    0.00      534     115
 2015 162    60    59   10.3      5  1.298    387    420   1173    135    807   2521    965   121.6  0.466   1714    241  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.89  68.48   0.68      0   1714  335.7   0.74   0.45   12.3   0.50    0.45    0.36    0.27    0.13    0.04    0.00    0.00    0.00    0.00      542     118
 2015 163    61    60   10.3      7  1.264    383    439   1239    132    823   2596    972   127.5  0.477   1773    228  0.000  0.000  0.262  0.000  0.000  0.000  0.000    2.74  69.88   0.68      0   1773  329.8   0.74   0.45   12.3   0.50    0.44    0.36    0.26    0.12    0.04    0.00    0.00    0.00    0.00      553     120
 2015 164    62    61   10.3      7  0.937    287    421   1311    129    708   2550    972   134.9  0.514   1842    217  0.000  0.000  0.097  0.000  0.000  0.000  0.000    2.56  71.19   0.72      0   1842  326.6   0.74   0.45   12.3   0.50    0.43    0.35    0.26    0.12    0.04    0.00    0.00    0.00    0.00      678     123
 2015 165    63    62   10.3      7  0.695    211    394   1380    127    605   2512    972   141.9  0.549   1907    209  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.43  72.36   0.76      0   1907  329.1   0.74   0.45   12.3   0.50    0.43    0.34    0.25    0.12    0.04    0.00    0.00    0.00    0.00      771     125
 2015 166    64    63   10.3      7  0.516    156    372   1433    124    528   2484    972   147.4  0.577   1956    209  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.32  73.25   0.79      0   1956  332.1   0.74   0.45   12.3   0.50    0.42    0.34    0.25    0.12    0.04    0.00    0.00    0.00    0.00      840     128
 2015 167    65    64   10.3      7  0.384    115    356   1472    122    470   2462    972   151.4  0.598   1991    209  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.22  73.90   0.81      0   1991  335.0   0.74   0.45   12.3   0.50    0.41    0.33    0.24    0.12    0.04    0.00    0.00    0.00    0.00      890     130
 2015 168    66    65   10.3      7  0.286     85    342   1500    119    427   2443    972   154.3  0.614   2016    209  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.13  74.38   0.83      0   2016  337.8   0.74   0.45   11.8   0.50    0.40    0.32    0.24    0.11    0.04    0.00    0.00    0.00    0.00      927     133
 2015 169    67    66   10.3      7  0.213     62    332   1521    117    394   2428    972   156.4  0.626   2034    209  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.04  74.76   0.84      0   2034  340.5   0.74   0.45   11.4   0.50    0.40    0.32    0.24    0.11    0.04    0.00    0.00    0.00    0.00      955     135
 2015 170    68    67   10.3      7  0.158     46    323   1535    115    369   2415    972   158.0  0.636   2046    209  0.000  0.000  0.000  0.000  0.000  0.000  0.000    1.96  75.04   0.85      0   2046  343.0   0.74   0.45   10.9   0.50    0.39    0.31    0.23    0.11    0.04    0.00    0.00    0.00    0.00      975     138
 2015 171    69    68   10.3      7  0.118     34    316   1544    113    351   2404    972   158.9  0.643   2053    209  0.000  0.000  0.000  0.000  0.000  0.000  0.000    1.91  75.22   0.85      0   2053  345.2   0.74   0.45   10.5   0.50    0.38    0.31    0.23    0.11    0.03    0.00    0.00    0.00    0.00      990     140
 2015 172    70    69   10.3      8  0.088     25    311   1551    111    336   2394    972   159.5  0.648   2058    209  0.000  0.000  0.000  0.000  0.000  0.000  0.000    1.88  75.36   0.86      0   2058  347.3   0.74   0.45   10.1   0.50    0.38    0.30    0.22    0.11    0.03    0.00    0.00    0.00    0.00     1001     142

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:01:02
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                   0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D    SNW0C   SNW1C
 2015 126     1     0    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2015 127     2     1    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2015 128     3     2    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2015 129     4     3    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2015 130     5     4    0.1      0  0.028     13      6      0     18     19     19      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.011    3.84   0.00   0.00      0      0  216.4   0.04   0.03    4.5   0.27    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 2015 131     6     5    0.3      0  0.034     14      6      0     18     20     20      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.047    3.85   0.00   0.00      0      0  238.4   0.05   0.03    4.3   0.28    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 2015 132     7     6    0.5      0  0.042     16      6      0     19     22     22      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  263.5   0.06   0.03    4.2   0.30    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 2015 133     8     7    0.7      0  0.052     18      6      0     19     24     24      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  283.9   0.06   0.04    4.1   0.32    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 2015 134     9     8    1.0      0  0.062     21      7      0     19     28     28      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  297.0   0.07   0.04    4.0   0.33    0.07    0.07    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 2015 135    10     9    1.2      0  0.073     24      8      0     20     31     31      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.013    3.82   0.00   0.00      0      0  308.4   0.08   0.05    4.1   0.35    0.07    0.07    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       3
 2015 136    11    10    1.4      0  0.083     26      9      0     21     35     35      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  318.2   0.08   0.05    4.0   0.37    0.08    0.07    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       3
 2015 137    12    11    1.7      0  0.095     29     11      0     23     40     40      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  322.9   0.09   0.06    4.0   0.38    0.08    0.08    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       4
 2015 138    13    12    1.9      0  0.115     35     12      0     23     46     46      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  333.3   0.10   0.06    4.0   0.40    0.08    0.08    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       4
 2015 139    14    13    2.2      0  0.144     41     13      0     24     54     54      0     0.0  0.000      0      0  0.000  0.001  0.000  0.000  0.000  0.000  0.000    3.81   0.00   0.00      0      0  353.1   0.11   0.07    4.0   0.42    0.09    0.08    0.05    0.01    0.00    0.00    0.00    0.00    0.00        1       5
 2015 140    15    14    2.5      0  0.173     48     15      0     25     63     63      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.79   0.00   0.00      0      0  360.8   0.11   0.08    4.1   0.44    0.09    0.08    0.05    0.01    0.00    0.00    0.00    0.00    0.00        1       5
